Item,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Chain,Protein per 100 Cal,Category,Size
#1 The Philly Wrap,700.0,0.0,33.0,11.0,1.0,140.0,,55.0,3.0,6,Subway,0.8571428571428572,"['Wrap', 'Combo']",N/A
#10 All-American Club Wrap,760.0,0.0,39.0,13.0,1.0,120.0,,57.0,3.0,9,Subway,1.1842105263157896,"['Wrap', 'Combo']",N/A
#11 Subway Club Wrap,690.0,0.0,30.0,9.0,1.0,125.0,,58.0,3.0,9,Subway,1.3043478260869565,"['Wrap', 'Combo']",N/A
#16 All-Pro Sweet Onion Chicken Wrap,620.0,0.0,16.0,6.0,0.0,120.0,,76.0,3.0,27,Subway,4.354838709677419,"['Beverage', 'Chicken', 'Wrap', 'Combo']",N/A
#18 The Ultimate B.M.T. Wrap,820.0,0.0,48.0,17.0,1.0,125.0,,58.0,3.0,7,Subway,0.853658536585366,"['Wrap', 'Combo']",N/A
#20 Elite Chicken & Bacon Ranch Wrap,830.0,0.0,42.0,14.0,1.0,170.0,,56.0,3.0,7,Subway,0.8433734939759037,"['Breakfast', 'Chicken', 'Wrap', 'Combo']",N/A
#21 Honey Mustard BBQ Chicken Wrap,680.0,0.0,27.0,9.0,0.0,135.0,,63.0,4.0,14,Subway,2.0588235294117645,"['Chicken', 'Wrap', 'Combo']",N/A
#22 Spicy Nacho Chicken Wrap,610.0,0.0,24.0,5.0,0.0,115.0,,59.0,3.0,6,Subway,0.9836065573770493,"['Chicken', 'Wrap', 'Combo']",N/A
#23 The Hotshot Italiano Wrap,950.0,0.0,63.0,23.0,1.0,145.0,,57.0,3.0,6,Subway,0.631578947368421,"['Wrap', 'Combo']",N/A
#31 Cheesy Garlic Steak Wrap,700.0,0.0,30.0,8.0,0.0,125.0,,61.0,3.0,7,Subway,1.0,"['Beverage', 'Wrap', 'Combo']",N/A
"#40 Turkey, Bacon & Sliced Avocado Wrap",790.0,0.0,41.0,13.0,1.0,120.0,,58.0,5.0,8,Subway,1.0126582278481013,"['Beverage', 'Breakfast', 'Wrap']",N/A
"#40 Turkey, Bacon & Smashed Avocado Wrap",820.0,0.0,44.0,13.0,1.0,120.0,,59.0,6.0,8,Subway,0.975609756097561,"['Breakfast', 'Wrap']",N/A
#42 Homestyle Chicken Salad Wrap,670.0,0.0,36.0,7.0,0.0,105.0,,53.0,3.0,6,Subway,0.8955223880597015,"['Chicken', 'Salad', 'Wrap', 'Combo']",N/A
#45 Honey Mustard Chicken Wrap,650.0,0.0,27.0,9.0,0.0,135.0,,57.0,3.0,8,Subway,1.2307692307692308,"['Chicken', 'Wrap']",N/A
B.L.T. Wrap,610.0,0.0,31.0,10.0,0.0,70.0,,53.0,3.0,7,Subway,1.1475409836065573,['Wrap'],N/A
Big Hot Pastrami Wrap,850.0,0.0,50.0,15.0,0.0,150.0,,55.0,3.0,7,Subway,0.823529411764706,['Wrap'],N/A
Black Forest Ham Wrap,430.0,0.0,9.0,2.0,0.0,55.0,,57.0,3.0,8,Subway,1.8604651162790697,['Wrap'],N/A
Buffalo Chicken Wrap with Grilled Chicken,540.0,0.0,17.0,4.0,0.0,110.0,,55.0,3.0,7,Subway,1.2962962962962963,"['Chicken', 'Wrap']",N/A
Cold Cut Combo Wrap,520.0,0.0,21.0,5.0,0.0,95.0,,54.0,3.0,6,Subway,1.153846153846154,['Wrap'],N/A
Grilled Chicken Wrap,460.0,0.0,9.0,2.0,0.0,100.0,860.0,53.0,3.0,7,Subway,1.5217391304347827,"['Chicken', 'Wrap']",N/A
Meatball Marinara Wrap,790.0,0.0,41.0,15.0,0.0,75.0,,75.0,7.0,12,Subway,1.5189873417721518,['Wrap'],N/A
Oven Roasted Turkey & Ham Wrap,420.0,0.0,8.0,2.0,0.0,55.0,,55.0,3.0,7,Subway,1.6666666666666667,['Wrap'],N/A
Oven Roasted Turkey Wrap,410.0,0.0,8.0,2.0,1.0,55.0,,53.0,4.0,6,Subway,1.4634146341463417,['Wrap'],N/A
Pizza Sub Wrap,710.0,0.0,41.0,16.0,1.0,100.0,,58.0,3.0,7,Subway,0.9859154929577465,['Wrap'],N/A
Roast Beef Wrap,470.0,0.0,8.0,2.0,0.0,70.0,,57.0,3.0,8,Subway,1.702127659574468,['Wrap'],N/A
Rotisserie-Style Chicken Wrap,490.0,0.0,13.0,3.0,0.0,105.0,,53.0,4.0,6,Subway,1.2244897959183674,"['Chicken', 'Wrap']",N/A
Steak Wrap with American Cheese,560.0,0.0,18.0,7.0,1.0,120.0,,54.0,3.0,6,Subway,1.0714285714285714,"['Beverage', 'Wrap']",N/A
Tuna Wrap,800.0,0.0,51.0,9.0,1.0,80.0,,52.0,3.0,6,Subway,0.75,['Wrap'],N/A
Veggie Delite Wrap,310.0,0.0,6.0,1.0,0.0,0.0,460.0,56.0,4.0,7,Subway,2.258064516129032,"['Breakfast', 'Wrap']",N/A
Veggie Patty Wrap,640.0,0.0,23.0,3.0,0.0,0.0,,86.0,19.0,10,Subway,1.5625,"['Breakfast', 'Wrap']",N/A
#1 The Philly Salad,450.0,0.0,35.0,10.0,1.0,95.0,,13.0,4.0,6,Subway,1.3333333333333335,"['Salad', 'Combo']",N/A
#10 All-American Club Salad,480.0,0.0,39.0,11.0,1.0,80.0,,13.0,4.0,7,Subway,1.4583333333333333,"['Salad', 'Combo']",N/A
#11 Subway Club Salad,240.0,0.0,11.0,6.0,0.0,70.0,,14.0,4.0,7,Subway,2.9166666666666665,"['Salad', 'Combo']",N/A
#15 Titan Turkey Salad,430.0,0.0,33.0,9.0,1.0,75.0,,11.0,4.0,5,Subway,1.1627906976744187,"['Salad', 'Combo']",N/A
#16 All-Pro Sweet Onion Chicken Salad,300.0,0.0,10.0,5.0,0.0,70.0,,33.0,4.0,25,Subway,8.333333333333332,"['Beverage', 'Chicken', 'Salad', 'Combo']",N/A
#18 The Ultimate B.M.T. Salad,460.0,0.0,36.0,12.0,1.0,75.0,,15.0,4.0,7,Subway,1.5217391304347827,"['Salad', 'Combo']",N/A
#20 Elite Chicken & Bacon Ranch Salad,490.0,0.0,36.0,11.0,1.0,110.0,,14.0,5.0,7,Subway,1.4285714285714286,"['Chicken', 'Salad', 'Breakfast', 'Combo']",N/A
#23 The Hotshot Italiano Salad,520.0,0.0,43.0,15.0,1.0,85.0,,15.0,5.0,7,Subway,1.3461538461538463,"['Salad', 'Combo']",N/A
#30 The Beast Salad,570.0,0.0,43.0,13.0,1.0,115.0,,15.0,4.0,7,Subway,1.2280701754385965,['Salad'],N/A
#99 Homerun Ham Salad,440.0,0.0,34.0,9.0,1.0,75.0,,14.0,4.0,6,Subway,1.3636363636363635,['Salad'],N/A
B.L.T. Salad,210.0,0.0,14.0,5.0,0.0,35.0,420.0,11.0,4.0,6,Subway,2.857142857142857,['Salad'],N/A
Big Hot Pastrami Salad,370.0,0.0,26.0,8.0,0.0,80.0,,14.0,5.0,7,Subway,1.891891891891892,['Salad'],N/A
Black Forest Ham Salad,120.0,0.0,3.0,1.0,0.0,30.0,570.0,12.0,4.0,6,Subway,5.0,['Salad'],N/A
Buffalo Chicken with Grilled Chicken Salad,300.0,0.0,19.0,4.0,0.0,65.0,,13.0,5.0,7,Subway,2.3333333333333335,"['Chicken', 'Salad']",N/A
Cold Cut Combo Salad,160.0,0.0,9.0,2.0,0.0,45.0,700.0,10.0,4.0,5,Subway,3.125,['Salad'],N/A
Grilled Chicken Salad,130.0,0.0,3.0,1.0,0.0,50.0,280.0,10.0,4.0,5,Subway,3.8461538461538463,"['Chicken', 'Salad']",N/A
Meatball Marinara Salad,300.0,0.0,19.0,7.0,0.0,35.0,790.0,23.0,6.0,9,Subway,3.0,['Salad'],N/A
Oven Roasted Turkey & Ham Salad,110.0,0.0,3.0,1.0,0.0,25.0,550.0,11.0,4.0,5,Subway,4.545454545454546,['Salad'],N/A
Oven Roasted Turkey Salad,110.0,0.0,3.0,0.0,0.0,25.0,530.0,10.0,4.0,5,Subway,4.545454545454546,['Salad'],N/A
Pizza Sub Salad,310.0,0.0,23.0,10.0,1.0,60.0,,16.0,5.0,8,Subway,2.5806451612903225,['Salad'],N/A
Roast Beef Salad,150.0,0.0,4.0,1.0,0.0,40.0,500.0,12.0,4.0,6,Subway,4.0,['Salad'],N/A
Rotisserie-Style Chicken Salad,150.0,0.0,5.0,2.0,0.0,50.0,470.0,10.0,4.0,5,Subway,3.3333333333333335,"['Chicken', 'Salad']",N/A
Steak with American Cheese Salad,210.0,0.0,9.0,4.0,0.0,65.0,740.0,12.0,4.0,6,Subway,2.857142857142857,"['Beverage', 'Salad']",N/A
Tuna Salad,310.0,0.0,24.0,4.0,0.0,40.0,390.0,10.0,4.0,5,Subway,1.6129032258064515,['Salad'],N/A
Veggie Delite Salad,50.0,0.0,1.0,0.0,0.0,0.0,75.0,9.0,4.0,5,Subway,10.0,"['Salad', 'Breakfast']",N/A
Veggie Patty Salad,220.0,0.0,10.0,1.0,0.0,0.0,390.0,26.0,12.0,7,Subway,3.1818181818181817,"['Salad', 'Breakfast']",N/A
#1 The Philly Protein Bowl,620.0,0.0,46.0,16.0,1.0,170.0,,13.0,3.0,6,Subway,0.967741935483871,['Combo'],N/A
#10 All-American Club Protein Bowl,690.0,0.0,53.0,18.0,1.0,150.0,,15.0,3.0,9,Subway,1.3043478260869565,['Combo'],N/A
#11 Subway Club Protein Bowl,410.0,0.0,21.0,11.0,1.0,135.0,,16.0,3.0,9,Subway,2.195121951219512,['Combo'],N/A
#15 Titan Turkey Protein Bowl,590.0,0.0,42.0,14.0,2.0,130.0,,10.0,4.0,5,Subway,0.847457627118644,['Combo'],N/A
#16 All-Pro Sweet Onion Chicken Protein Bowl,480.0,0.0,18.0,10.0,1.0,140.0,,41.0,3.0,33,Subway,6.875000000000001,"['Beverage', 'Chicken', 'Combo']",N/A
#18 The Ultimate B.M.T. Protein Bowl,730.0,0.0,57.0,22.0,1.0,145.0,,16.0,3.0,7,Subway,0.9589041095890412,['Combo'],N/A
#20 Elite Chicken & Bacon Ranch Protein Bowl,760.0,0.0,55.0,19.0,1.0,205.0,,14.0,4.0,7,Subway,0.9210526315789472,"['Chicken', 'Breakfast', 'Combo']",N/A
#23 The Hotshot Italiano Protein Bowl,860.0,0.0,73.0,27.0,2.0,165.0,,15.0,3.0,6,Subway,0.6976744186046512,['Combo'],N/A
#99 Homerun Ham Protein Bowl,620.0,0.0,44.0,14.0,1.0,135.0,,15.0,3.0,7,Subway,1.129032258064516,['Combo'],N/A
B.L.T. Protein Bowl,360.0,0.0,26.0,9.0,0.0,65.0,760.0,10.0,3.0,6,Subway,1.6666666666666667,['Combo'],N/A
Big Hot Pastrami Protein Bowl,680.0,0.0,52.0,18.0,0.0,165.0,,15.0,5.0,7,Subway,1.0294117647058822,['Combo'],N/A
Black Forest Ham Protein Bowl,170.0,0.0,5.0,2.0,0.0,55.0,,12.0,3.0,6,Subway,3.5294117647058822,['Combo'],N/A
Buffalo Chicken with Grilled Chicken Protein Bowl,380.0,0.0,21.0,4.0,0.0,115.0,,13.0,4.0,7,Subway,1.8421052631578945,"['Chicken', 'Combo']",N/A
Cold Cut Combo Protein Bowl,260.0,0.0,16.0,4.0,0.0,95.0,,9.0,3.0,5,Subway,1.9230769230769231,['Combo'],N/A
Grilled Chicken Protein Bowl,200.0,0.0,4.0,2.0,0.0,100.0,480.0,9.0,3.0,5,Subway,2.5,"['Chicken', 'Combo']",N/A
Meatball Marinara Protein Bowl,560.0,0.0,37.0,14.0,0.0,75.0,,34.0,8.0,13,Subway,2.3214285714285716,['Combo'],N/A
Oven Roasted Turkey & Ham Protein Bowl,160.0,0.0,4.0,1.0,0.0,55.0,,10.0,3.0,6,Subway,3.75,['Combo'],N/A
Oven Roasted Turkey Protein Bowl,150.0,0.0,4.0,1.0,1.0,50.0,970.0,8.0,3.0,5,Subway,3.3333333333333335,['Combo'],N/A
Pizza Sub Protein Bowl,610.0,0.0,48.0,22.0,1.0,135.0,,18.0,5.0,8,Subway,1.3114754098360655,['Combo'],N/A
Roast Beef Protein Bowl,210.0,0.0,4.0,1.0,0.0,70.0,920.0,12.0,3.0,7,Subway,3.3333333333333335,['Combo'],N/A
Rotisserie-Style Chicken Protein Bowl,220.0,0.0,8.0,3.0,0.0,105.0,810.0,8.0,3.0,4,Subway,1.8181818181818181,"['Chicken', 'Combo']",N/A
Steak (Includes American Cheese) Protein Bowl,380.0,0.0,19.0,9.0,1.0,140.0,,12.0,4.0,5,Subway,1.3157894736842104,"['Beverage', 'Combo']",N/A
Tuna Protein Bowl,550.0,0.0,47.0,8.0,1.0,75.0,690.0,8.0,3.0,4,Subway,0.7272727272727273,['Combo'],N/A
Veggie Patty Protein Bowl,380.0,0.0,19.0,2.0,0.0,0.0,700.0,41.0,19.0,8,Subway,2.1052631578947367,"['Breakfast', 'Combo']",N/A
"6"" Bacon, Egg & Cheese",510.0,0.0,27.0,9.0,0.0,270.0,990.0,42.0,2.0,4,Subway,0.7843137254901961,"['Breakfast', 'Combo']",N/A
"6"" Bacon, Egg & Cheese Flatbread",440.0,0.0,27.0,8.0,0.0,270.0,820.0,28.0,1.0,3,Subway,0.6818181818181818,"['Breakfast', 'Combo']",N/A
"6"" Black Forest Ham, Egg & Cheese",460.0,0.0,21.0,7.0,0.0,265.0,,43.0,2.0,4,Subway,0.8695652173913043,"['Breakfast', 'Combo']",N/A
"6"" Black Forest Ham, Egg & Cheese Flatbread",400.0,0.0,22.0,6.0,0.0,265.0,900.0,28.0,1.0,3,Subway,0.75,"['Breakfast', 'Combo']",N/A
"6"" Egg & Cheese",430.0,0.0,20.0,6.0,0.0,250.0,810.0,42.0,2.0,3,Subway,0.6976744186046512,"['Breakfast', 'Combo']",N/A
"6"" Egg & Cheese Flatbread",360.0,0.0,21.0,6.0,0.0,250.0,650.0,27.0,1.0,2,Subway,0.5555555555555556,"['Breakfast', 'Combo']",N/A
"6"" Steak, Egg & Cheese",500.0,0.0,23.0,7.0,0.0,285.0,,43.0,2.0,4,Subway,0.8,"['Beverage', 'Breakfast', 'Combo']",N/A
"6"" Steak, Egg & Cheese Flatbread",430.0,0.0,23.0,7.0,0.0,285.0,920.0,28.0,1.0,3,Subway,0.6976744186046512,"['Beverage', 'Breakfast', 'Combo']",N/A
"Bacon, Egg & Cheese Wrap",850.0,0.0,51.0,14.0,0.0,525.0,,55.0,2.0,6,Subway,0.7058823529411765,"['Breakfast', 'Wrap']",N/A
"Black Forest Ham, Egg & Cheese Wrap",750.0,0.0,40.0,10.0,0.0,520.0,,56.0,2.0,6,Subway,0.8,"['Breakfast', 'Wrap']",N/A
Egg & Cheese Wrap,690.0,0.0,38.0,10.0,0.0,495.0,,54.0,2.0,5,Subway,0.7246376811594203,"['Breakfast', 'Wrap']",N/A
"Steak, Egg & Cheese Wrap",800.0,0.0,43.0,12.0,1.0,550.0,,56.0,2.0,5,Subway,0.625,"['Beverage', 'Breakfast', 'Wrap']",N/A
Bacon Pizza,780.0,0.0,28.0,12.0,1.0,65.0,,96.0,4.0,9,Subway,1.153846153846154,['Breakfast'],N/A
Cheese Pizza,700.0,0.0,22.0,9.0,1.0,50.0,,95.0,4.0,8,Subway,1.1428571428571428,['Other'],N/A
Meatball Pizza,810.0,0.0,31.0,13.0,1.0,70.0,,98.0,5.0,8,Subway,0.9876543209876543,['Other'],N/A
Pepperoni Pizza,780.0,0.0,29.0,12.0,1.0,70.0,,96.0,5.0,8,Subway,1.0256410256410255,['Other'],N/A
Ham & Jack Sliders,160.0,0.0,4.0,2.0,0.0,20.0,550.0,21.0,,2,Subway,1.25,['Other'],N/A
Italian Spice Sliders,250.0,0.0,15.0,5.0,0.0,30.0,740.0,21.0,,2,Subway,0.8,['Other'],N/A
Little Cheesesteak Sliders,180.0,0.0,7.0,3.0,0.0,20.0,450.0,21.0,1.0,2,Subway,1.1111111111111112,['Beverage'],N/A
Turkey Sliders,210.0,0.0,9.0,3.0,0.0,25.0,570.0,20.0,1.0,2,Subway,0.9523809523809524,['Other'],N/A
"6"" Artisan Italian Bread",210.0,20.0,2.0,1.0,0.0,0.0,380.0,39.0,1.0,3,Subway,1.4285714285714286,['Combo'],N/A
"6"" Everything Bagel-Seasoned Bread",210.0,0.0,3.0,1.0,0.0,0.0,710.0,38.0,2.0,3,Subway,1.4285714285714286,['Combo'],N/A
"6"" Ghost Pepper Bread",240.0,0.0,5.0,2.0,0.0,,710.0,41.0,2.0,3,Subway,1.25,['Combo'],N/A
"6"" Hearty Multigrain Bread",200.0,20.0,3.0,0.0,0.0,0.0,350.0,36.0,3.0,4,Subway,2.0,['Combo'],N/A
"6"" Honey Oat Bread",210.0,0.0,3.0,1.0,0.0,0.0,350.0,39.0,3.0,5,Subway,2.380952380952381,['Combo'],N/A
"6"" Italian Herbs & Cheese Bread",250.0,45.0,5.0,2.0,0.0,10.0,580.0,42.0,2.0,3,Subway,1.2,['Combo'],N/A
"6"" Jalapeno Cheddar Bread",240.0,45.0,5.0,2.0,0.0,,500.0,39.0,2.0,3,Subway,1.25,['Combo'],N/A
Flatbread,140.0,40.0,3.0,0.0,0.0,0.0,220.0,24.0,,2,Subway,1.4285714285714286,['Other'],N/A
Mini Artisan Italian Bread,140.0,15.0,2.0,1.0,0.0,0.0,250.0,26.0,,2,Subway,1.4285714285714286,['Other'],N/A
Mini Hearty Multigrain Bread,130.0,15.0,2.0,0.0,0.0,0.0,230.0,24.0,2.0,2,Subway,1.5384615384615385,['Other'],N/A
Wrap,280.0,0.0,5.0,1.0,0.0,0.0,440.0,49.0,2.0,3,Subway,1.0714285714285714,['Wrap'],N/A
Baja Chipotle Sauce,70.0,90.0,7.0,1.0,0.0,,125.0,1.0,0.0,1,Subway,1.4285714285714286,['Side'],N/A
BBQ Sauce,25.0,0.0,0.0,0.0,0.0,0.0,115.0,6.0,0.0,5,Subway,20.0,['Side'],N/A
Cheddar Cheese Sauce,30.0,0.0,3.0,2.0,0.0,,150.0,1.0,0.0,1,Subway,3.3333333333333335,['Side'],N/A
Creamy Sriracha Sauce,40.0,30.0,4.0,1.0,0.0,,240.0,2.0,0.0,1,Subway,2.5,['Side'],N/A
Frank's RedHot Buffalo Sauce,5.0,0.0,0.0,0.0,0.0,0.0,350.0,1.0,0.0,0,Subway,0.0,['Side'],N/A
Giardiniera,80.0,80.0,9.0,2.0,0.0,0.0,340.0,1.0,0.0,1,Subway,1.25,['Other'],N/A
Honey Mustard Sauce,60.0,0.0,5.0,1.0,0.0,,125.0,3.0,0.0,3,Subway,5.0,['Side'],N/A
Mayonnaise,100.0,110.0,11.0,2.0,0.0,10.0,65.0,0.0,0.0,0,Subway,0.0,['Other'],N/A
MVP Parmesan Vinaigrette,60.0,0.0,6.0,1.0,0.0,0.0,140.0,1.0,0.0,1,Subway,1.6666666666666667,['Other'],N/A
Olive Oil Blend,45.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Subway,0.0,['Other'],N/A
Olive Oil Blend & Vinegar,45.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Subway,0.0,['Other'],N/A
Peppercorn Ranch Sauce,80.0,100.0,8.0,2.0,0.0,,100.0,1.0,0.0,1,Subway,1.25,['Side'],N/A
Roasted Garlic Aioli,80.0,0.0,9.0,2.0,0.0,,150.0,1.0,0.0,1,Subway,1.25,['Other'],N/A
Subkrunch,70.0,0.0,5.0,0.0,0.0,0.0,45.0,6.0,0.0,0,Subway,0.0,['Other'],N/A
Sweet Onion Teriyaki Sauce,30.0,0.0,0.0,0.0,0.0,0.0,130.0,7.0,0.0,6,Subway,20.0,"['Beverage', 'Side']",N/A
Yellow Mustard,10.0,5.0,1.0,0.0,0.0,0.0,170.0,1.0,0.0,0,Subway,0.0,['Other'],N/A
Salt,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0,Subway,,['Other'],N/A
"Avocado, Sliced",45.0,50.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,0,Subway,0.0,['Beverage'],N/A
"Avocado, Smashed",70.0,60.0,6.0,1.0,0.0,0.0,130.0,3.0,2.0,0,Subway,0.0,['Other'],N/A
Baby Spinach,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,Subway,,['Other'],N/A
Banana Peppers,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0,Subway,,['Other'],N/A
Black Olives,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0,Subway,,['Other'],N/A
Cucumbers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Subway,,['Other'],N/A
Green Chiles,5.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,,0,Subway,0.0,['Other'],N/A
Jalapeno Peppers,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0,Subway,,['Other'],N/A
Onions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,Subway,,['Other'],N/A
Pickles,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0,Subway,,['Other'],N/A
Tomatoes,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Subway,20.0,['Other'],N/A
American,40.0,30.0,4.0,2.0,0.0,10.0,210.0,1.0,0.0,0,Subway,0.0,['Other'],N/A
Garlic Herb Cheese Spread,80.0,0.0,7.0,5.0,0.0,25.0,150.0,2.0,0.0,1,Subway,1.25,['Other'],N/A
Grated Parmesan,5.0,5.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0,Subway,0.0,['Other'],N/A
Pepper Jack,50.0,35.0,4.0,3.0,0.0,15.0,240.0,1.0,0.0,0,Subway,0.0,['Other'],N/A
Provolone,50.0,35.0,4.0,2.0,0.0,10.0,125.0,0.0,0.0,0,Subway,0.0,['Other'],N/A
Shredded Monterey Cheddar,50.0,40.0,5.0,3.0,0.0,15.0,85.0,1.0,0.0,0,Subway,0.0,['Other'],N/A
"All-American Club Meats (Ham, Turkey, Bacon)",140.0,0.0,8.0,3.0,0.0,45.0,650.0,2.0,0.0,1,Subway,0.7142857142857143,['Breakfast'],N/A
Bacon,80.0,50.0,6.0,3.0,0.0,15.0,170.0,1.0,0.0,1,Subway,1.25,['Breakfast'],N/A
Black Forest Ham,70.0,15.0,2.0,1.0,0.0,30.0,490.0,2.0,0.0,1,Subway,1.4285714285714286,['Other'],N/A
Chicken Salad,380.0,0.0,31.0,6.0,0.0,105.0,800.0,1.0,0.0,1,Subway,0.2631578947368421,"['Chicken', 'Salad']",N/A
Cold Cut Combo Meats,110.0,90.0,8.0,1.0,0.0,45.0,620.0,1.0,0.0,1,Subway,0.9090909090909091,['Other'],N/A
Egg Patty,180.0,70.0,15.0,4.0,0.0,240.0,220.0,2.0,0.0,0,Subway,0.0,['Breakfast'],N/A
Genoa Salami,70.0,0.0,6.0,3.0,0.0,20.0,260.0,1.0,0.0,0,Subway,0.0,['Other'],N/A
Grilled Chicken,80.0,50.0,2.0,2.0,0.0,50.0,210.0,1.0,0.0,1,Subway,1.25,['Chicken'],N/A
"Grilled Chicken, Buffalo",90.0,20.0,2.0,1.0,0.0,50.0,900.0,2.0,0.0,1,Subway,1.1111111111111112,['Chicken'],N/A
"Grilled Chicken, Sweet Onion Teriyaki Glazed",110.0,15.0,2.0,1.0,0.0,50.0,350.0,9.0,0.0,8,Subway,7.2727272727272725,"['Beverage', 'Chicken']",N/A
Meatballs,250.0,140.0,18.0,7.0,0.0,35.0,720.0,13.0,2.0,5,Subway,2.0,['Other'],N/A
Oven Roasted Turkey,60.0,10.0,2.0,1.0,0.0,25.0,450.0,0.0,0.0,0,Subway,0.0,['Other'],N/A
Pastrami,130.0,100.0,10.0,3.0,0.0,35.0,470.0,1.0,0.0,1,Subway,0.7692307692307693,['Other'],N/A
Pepperoni,80.0,60.0,7.0,3.0,0.0,20.0,290.0,1.0,0.0,0,Subway,0.0,['Other'],N/A
Roast Beef,80.0,20.0,2.0,1.0,0.0,35.0,420.0,2.0,0.0,2,Subway,2.5,['Other'],N/A
Rotisserie-Style Chicken,90.0,30.0,4.0,1.0,0.0,50.0,400.0,0.0,0.0,0,Subway,0.0,['Chicken'],N/A
Steak,110.0,35.0,5.0,2.0,0.0,55.0,450.0,2.0,0.0,1,Subway,0.9090909090909091,['Beverage'],N/A
"Subway Club Meats (Turkey, Ham, Roast Beef)",110.0,20.0,3.0,1.0,0.0,45.0,690.0,3.0,0.0,2,Subway,1.8181818181818181,['Other'],N/A
Tuna,250.0,210.0,23.0,2.0,0.0,40.0,310.0,0.0,0.0,0,Subway,0.0,['Other'],N/A
Veggie Patty,170.0,70.0,9.0,1.0,0.0,0.0,320.0,17.0,8.0,2,Subway,1.1764705882352942,['Breakfast'],N/A
Applesauce,70.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,13,Subway,18.571428571428573,['Side'],N/A
Chocolate Chip Cookie,210.0,90.0,10.0,5.0,0.0,10.0,120.0,30.0,,18,Subway,8.571428571428571,['Dessert'],N/A
Double Chocolate Cookie,210.0,0.0,9.0,5.0,0.0,15.0,125.0,29.0,1.0,20,Subway,9.523809523809524,['Dessert'],N/A
Oatmeal Raisin Cookie,200.0,70.0,8.0,4.0,0.0,15.0,110.0,30.0,1.0,16,Subway,8.0,['Dessert'],N/A
Raspberry Cheesecake Cookie,210.0,80.0,9.0,5.0,0.0,15.0,115.0,29.0,0.0,16,Subway,7.6190476190476195,['Dessert'],N/A
White Chip Macadamia Nut Cookie,210.0,100.0,10.0,5.0,0.0,15.0,125.0,28.0,,17,Subway,8.095238095238095,['Dessert'],N/A
Chicken & Cheese Dipper,400.0,0.0,13.0,5.0,0.0,45.0,960.0,51.0,2.0,4,Subway,1.0,['Chicken'],N/A
"Churro, Footlong",190.0,0.0,9.0,4.0,0.0,15.0,135.0,28.0,0.0,8,Subway,4.2105263157894735,['Other'],N/A
Doritos Footlong Nachos,550.0,0.0,39.0,11.0,1.0,45.0,980.0,38.0,3.0,4,Subway,0.7272727272727273,['Other'],N/A
Doritos Footlong Nachos with Chicken,590.0,0.0,41.0,11.0,1.0,70.0,,38.0,3.0,4,Subway,0.6779661016949152,['Chicken'],N/A
Doritos Footlong Nachos with Sliced Avocado,590.0,0.0,43.0,11.0,1.0,45.0,980.0,40.0,5.0,4,Subway,0.6779661016949152,['Beverage'],N/A
Doritos Footlong Nachos with Smashed Avocado,600.0,0.0,44.0,11.0,1.0,45.0,980.0,41.0,5.0,5,Subway,0.8333333333333334,['Other'],N/A
Doritos Footlong Nachos with Steak,600.0,0.0,41.0,11.0,1.0,75.0,,39.0,3.0,5,Subway,0.8333333333333334,['Beverage'],N/A
Double Cheese Dipper,470.0,0.0,21.0,10.0,1.0,50.0,,52.0,2.0,4,Subway,0.851063829787234,['Other'],N/A
Footlong Pretzel,330.0,0.0,10.0,4.0,0.0,15.0,,53.0,7.0,9,Subway,2.727272727272727,['Other'],N/A
Hash Browns,190.0,0.0,9.0,3.0,0.0,0.0,600.0,24.0,3.0,1,Subway,0.5263157894736842,['Breakfast'],N/A
Pepperoni & Cheese Dipper,470.0,0.0,22.0,9.0,0.0,50.0,,51.0,2.0,4,Subway,0.851063829787234,['Other'],N/A
Broccoli Cheddar Soup,200.0,70.0,13.0,8.0,0.0,45.0,960.0,16.0,,7,Subway,3.5000000000000004,['Other'],N/A
Chicken Noodle Soup,70.0,30.0,3.0,1.0,0.0,15.0,,6.0,,1,Subway,1.4285714285714286,['Chicken'],N/A
Loaded Baked Potato with Bacon Soup,200.0,120.0,14.0,7.0,0.0,45.0,910.0,17.0,1.0,4,Subway,2.0,['Breakfast'],N/A
