Item,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Chain,Protein per 100 Cal,Category,Size
"Chicken Tortilla Soup, Bowl",580.0,16.0,5.0,0.0,90.0,1980.0,65.0,31.0,7.0,44,Chick-Fil-A,7.586206896551724,"['Chicken', 'Combo']",N/A
"Chicken Tortilla Soup, Cup",340.0,11.0,3.0,0.0,50.0,1070.0,38.0,17.0,4.0,24,Chick-Fil-A,7.0588235294117645,['Chicken'],N/A
Kale Crunch Side,170.0,12.0,1.5,0.0,0.0,250.0,13.0,4.0,8.0,4,Chick-Fil-A,2.3529411764705883,['Side'],N/A
"Mac & Cheese, Large",840.0,53.0,30.0,0.5,130.0,2230.0,53.0,5.0,6.0,38,Chick-Fil-A,4.523809523809524,['Other'],Large
"Mac & Cheese, Medium",450.0,29.0,16.0,0.0,70.0,1190.0,28.0,3.0,3.0,20,Chick-Fil-A,4.444444444444445,['Other'],Medium
"Mac & Cheese, Small",270.0,17.0,10.0,0.0,40.0,710.0,17.0,2.0,2.0,12,Chick-Fil-A,4.444444444444445,['Other'],Small
"Side, Berry Parfait with Cookie Crumbs",240.0,8.0,3.5,0.0,20.0,85.0,31.0,1.0,25.0,12,Chick-Fil-A,5.0,"['Dessert', 'Side']",N/A
"Side, Berry Parfait with Granola",270.0,9.0,3.5,0.0,20.0,85.0,35.0,1.0,26.0,13,Chick-Fil-A,4.814814814814815,['Side'],N/A
"Side Fruit Cup, Large",120.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,21.0,1,Chick-Fil-A,0.8333333333333334,['Side'],Large
"Side Fruit Cup, Medium",70.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,12.0,1,Chick-Fil-A,1.4285714285714286,['Side'],Medium
"Side Fruit Cup, Small",60.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,11.0,1,Chick-Fil-A,1.6666666666666667,['Side'],Small
Side Salad,470.0,42.0,8.0,0.0,35.0,700.0,14.0,4.0,5.0,6,Chick-Fil-A,1.276595744680851,"['Salad', 'Side']",N/A
Waffle Potato Chips,220.0,13.0,3.5,0.0,0.0,250.0,25.0,2.0,0.0,3,Chick-Fil-A,1.3636363636363635,['Other'],N/A
"Kids Chick-fil-A Chick-n-Strips, 2 ct",200.0,9.0,2.0,0.0,50.0,580.0,11.0,0.0,1.0,19,Chick-Fil-A,9.5,"['Chicken', 'Combo']",N/A
"Kids Chick-fil-A Nuggets, 5 ct",160.0,7.0,1.5,0.0,50.0,760.0,7.0,0.0,1.0,17,Chick-Fil-A,10.625,['Chicken'],N/A
"Kids Grilled Nuggets, 5 ct",80.0,2.0,0.0,0.0,55.0,270.0,1.0,0.0,0.0,16,Chick-Fil-A,20.0,['Chicken'],N/A
6 Pack Chocolate Chunk Cookie (per Cookie),370.0,17.0,9.0,0.0,15.0,230.0,49.0,3.0,26.0,5,Chick-Fil-A,1.3513513513513513,"['Dessert', 'Combo']",N/A
Chick-fil-A Icedream Cone,180.0,4.0,2.5,0.0,15.0,90.0,32.0,0.0,25.0,4,Chick-Fil-A,2.2222222222222223,"['Beverage', 'Chicken']",N/A
Chick-fil-A Icedream Cup,140.0,3.5,2.5,0.0,15.0,75.0,24.0,0.0,24.0,4,Chick-Fil-A,2.857142857142857,"['Beverage', 'Chicken']",N/A
Chocolate Chunk Cookie,370.0,17.0,9.0,0.0,15.0,230.0,49.0,3.0,26.0,5,Chick-Fil-A,1.3513513513513513,['Dessert'],N/A
Chocolate Fudge Brownie,370.0,21.0,8.0,0.0,65.0,140.0,47.0,2.0,35.0,4,Chick-Fil-A,1.0810810810810811,['Dessert'],N/A
Chocolate Milkshake,590.0,22.0,14.0,1.0,85.0,360.0,90.0,1.0,87.0,12,Chick-Fil-A,2.0338983050847457,['Dessert'],N/A
Cookies & Cream Milkshake,630.0,26.0,15.0,1.0,90.0,440.0,90.0,1.0,84.0,13,Chick-Fil-A,2.0634920634920633,['Dessert'],N/A
Frosted Coffee,230.0,6.0,3.5,0.0,25.0,125.0,39.0,0.0,39.0,6,Chick-Fil-A,2.608695652173913,['Other'],N/A
Frosted Lemonade,320.0,6.0,3.5,0.0,25.0,120.0,65.0,0.0,63.0,6,Chick-Fil-A,1.875,['Beverage'],N/A
Frosted Lemonade with Diet Lemonade,250.0,6.0,3.5,0.0,25.0,125.0,46.0,0.0,43.0,6,Chick-Fil-A,2.4,['Beverage'],N/A
Peppermint Chip Frosted Coffee,430.0,9.0,6.0,0.0,25.0,170.0,83.0,1.0,68.0,7,Chick-Fil-A,1.627906976744186,['Other'],N/A
Peppermint Chip Milkshake,670.0,23.0,15.0,1.0,80.0,360.0,109.0,1.0,94.0,11,Chick-Fil-A,1.6417910447761193,['Other'],N/A
Strawberry Milkshake,590.0,20.0,13.0,0.5,80.0,410.0,93.0,1.0,88.0,11,Chick-Fil-A,1.864406779661017,['Other'],N/A
Vanilla Milkshake,580.0,23.0,15.0,1.0,90.0,390.0,82.0,1.0,80.0,13,Chick-Fil-A,2.2413793103448274,['Other'],N/A
1% Chocolate Milk,140.0,2.0,1.5,0.0,10.0,160.0,23.0,0.0,21.0,7,Chick-Fil-A,5.0,"['Dessert', 'Combo']",N/A
1% Milk,90.0,2.0,1.5,0.0,10.0,105.0,10.0,0.0,10.0,7,Chick-Fil-A,7.777777777777778,['Combo'],N/A
"Chick-fil-A Diet Lemonade, Gallon",460.0,1.5,0.0,0.0,0.0,95.0,126.0,2.0,91.0,3,Chick-Fil-A,0.6521739130434783,"['Beverage', 'Chicken']",N/A
"Chick-fil-A Diet Lemonade, Large",80.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,16.0,0,Chick-Fil-A,0.0,"['Beverage', 'Chicken']",Large
"Chick-fil-A Diet Lemonade, Medium",60.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,12.0,0,Chick-Fil-A,0.0,"['Beverage', 'Chicken']",Medium
"Chick-fil-A Diet Lemonade, Small",45.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,8.0,0,Chick-Fil-A,0.0,"['Beverage', 'Chicken']",Small
"Chick-fil-A Iced Tea (1/2 Sweet Tea, 1/2 Unsweet Tea), Gallon",790.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,205.0,0,Chick-Fil-A,0.0,"['Beverage', 'Chicken', 'Combo']",N/A
"Chick-fil-A Lemonade, Large",370.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,88.0,1,Chick-Fil-A,0.2702702702702703,"['Beverage', 'Chicken']",Large
"Chick-fil-A Lemonade, Medium",270.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,63.0,0,Chick-Fil-A,0.0,"['Beverage', 'Chicken']",Medium
"Chick-fil-A Lemonade, Small",190.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,46.0,0,Chick-Fil-A,0.0,"['Beverage', 'Chicken']",Small
"Coca-Cola, Large",310.0,0.0,0.0,0.0,0.0,105.0,86.0,0.0,86.0,0,Chick-Fil-A,0.0,['Other'],Large
"Coca-Cola, Medium",190.0,0.0,0.0,0.0,0.0,65.0,53.0,0.0,53.0,0,Chick-Fil-A,0.0,['Other'],Medium
"Coca-Cola, Small",100.0,0.0,0.0,0.0,0.0,35.0,27.0,0.0,27.0,0,Chick-Fil-A,0.0,['Other'],Small
Coffee,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,Chick-Fil-A,,['Other'],N/A
"Dr Pepper, Large",260.0,0.0,0.0,0.0,0.0,105.0,70.0,0.0,67.0,0,Chick-Fil-A,0.0,['Other'],Large
"Dr Pepper, Medium",180.0,0.0,0.0,0.0,0.0,75.0,48.0,0.0,47.0,0,Chick-Fil-A,0.0,['Other'],Medium
"Dr Pepper, Small",140.0,0.0,0.0,0.0,0.0,55.0,36.0,0.0,35.0,0,Chick-Fil-A,0.0,['Other'],Small
"Freshly-Brewed Iced Tea Sweetened, Large",160.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0,Chick-Fil-A,0.0,['Beverage'],Large
"Freshly-Brewed Iced Tea Sweetened, Medium",100.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0,Chick-Fil-A,0.0,['Beverage'],Medium
"Freshly-Brewed Iced Tea Sweetened, Small",80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0,Chick-Fil-A,0.0,['Beverage'],Small
Honest Kids Apple Juice,35.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,8.0,0,Chick-Fil-A,0.0,['Beverage'],N/A
Iced Coffee,130.0,2.5,1.5,0.0,10.0,70.0,23.0,0.0,23.0,4,Chick-Fil-A,3.076923076923077,['Beverage'],N/A
Peppermint Coffee,90.0,0.0,0.0,0.0,0.0,35.0,23.0,0.0,13.0,0,Chick-Fil-A,0.0,['Other'],N/A
Peppermint Iced Coffee,200.0,1.5,1.0,0.0,,70.0,44.0,0.0,34.0,3,Chick-Fil-A,1.5,['Beverage'],N/A
"Red Flash, Large",320.0,0.0,0.0,0.0,0.0,60.0,84.0,0.0,84.0,0,Chick-Fil-A,0.0,['Other'],Large
"Red Flash, Medium",200.0,0.0,0.0,0.0,0.0,40.0,53.0,0.0,53.0,0,Chick-Fil-A,0.0,['Other'],Medium
"Red Flash, Small",140.0,0.0,0.0,0.0,0.0,25.0,37.0,0.0,37.0,0,Chick-Fil-A,0.0,['Other'],Small
Simply Orange,160.0,0.0,0.0,0.0,0.0,10.0,34.0,0.0,30.0,2,Chick-Fil-A,1.25,['Other'],N/A
"Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade), Large",140.0,0.0,0.0,0.0,0.0,5.0,38.0,0.0,35.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Large
"Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade), Medium",100.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,24.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Medium
"Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade), Small",80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,19.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Small
"Sunjoy (1/2 Sweet Tea, 1/2 Lemonade), Large",280.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,68.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Large
"Sunjoy (1/2 Sweet Tea, 1/2 Lemonade), Medium",180.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,43.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Medium
"Sunjoy (1/2 Sweet Tea, 1/2 Lemonade), Small",120.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,32.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Small
"Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade), Gallon",240.0,1.0,0.0,0.0,0.0,50.0,65.0,1.0,47.0,1,Chick-Fil-A,0.4166666666666667,"['Beverage', 'Combo']",N/A
"Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade), Large",35.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,7.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Large
"Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade), Medium",20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Medium
"Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade), Small",15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Small
"Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade), Large",140.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,36.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Large
"Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade), Medium",90.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,23.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Medium
"Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade), Small",60.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,0,Chick-Fil-A,0.0,"['Beverage', 'Combo']",Small
Vanilla Iced Coffee,130.0,2.5,1.5,0.0,10.0,70.0,22.0,0.0,21.0,4,Chick-Fil-A,3.076923076923077,['Beverage'],N/A
Barbeque Sauce,45.0,0.0,0.0,0.0,0.0,200.0,11.0,0.0,9.0,0,Chick-Fil-A,0.0,['Side'],N/A
Chick-fil-A Sauce,140.0,13.0,2.0,0.0,10.0,170.0,6.0,0.0,6.0,0,Chick-Fil-A,0.0,"['Chicken', 'Side']",N/A
Garden Herb Ranch Sauce,140.0,15.0,2.5,0.0,10.0,220.0,1.0,0.0,1.0,1,Chick-Fil-A,0.7142857142857143,['Side'],N/A
Honey Mustard Sauce,50.0,0.0,0.0,0.0,0.0,160.0,11.0,0.0,10.0,0,Chick-Fil-A,0.0,['Side'],N/A
Honey Roasted Bbq Sauce,60.0,5.0,1.0,0.0,,75.0,3.0,0.0,2.0,0,Chick-Fil-A,0.0,['Side'],N/A
Polynesian Sauce,110.0,6.0,1.0,0.0,0.0,210.0,14.0,0.0,13.0,0,Chick-Fil-A,0.0,['Side'],N/A
Sweet & Spicy Sriracha Sauce,45.0,0.0,0.0,0.0,0.0,380.0,11.0,0.0,10.0,0,Chick-Fil-A,0.0,"['Beverage', 'Chicken', 'Side']",N/A
Zesty Buffalo Sauce,25.0,2.5,0.0,0.0,,570.0,1.0,0.0,0.0,0,Chick-Fil-A,0.0,['Side'],N/A
Avocado Lime Ranch Dressing,310.0,32.0,5.0,0.0,25.0,520.0,3.0,1.0,2.0,1,Chick-Fil-A,0.3225806451612903,['Other'],N/A
Creamy Salsa Dressing,290.0,31.0,5.0,0.0,25.0,630.0,2.0,0.0,1.0,1,Chick-Fil-A,0.3448275862068966,['Other'],N/A
Fat-Free Honey Mustard Dressing,90.0,0.0,0.0,0.0,0.0,330.0,22.0,1.0,18.0,0,Chick-Fil-A,0.0,['Other'],N/A
Garden Herb Ranch Dressing,280.0,29.0,5.0,0.0,25.0,440.0,2.0,0.0,1.0,1,Chick-Fil-A,0.35714285714285715,['Other'],N/A
Light Balsamic Vinaigrette Dressing,80.0,4.0,0.5,0.0,0.0,360.0,10.0,0.0,9.0,0,Chick-Fil-A,0.0,['Other'],N/A
Light Italian Dressing,25.0,1.0,0.0,0.0,0.0,470.0,3.0,0.0,2.0,0,Chick-Fil-A,0.0,['Other'],N/A
Zesty Apple Cider Vinaigrette Dressing,230.0,19.0,3.0,0.0,0.0,450.0,16.0,0.0,14.0,0,Chick-Fil-A,0.0,['Other'],N/A
Gluten Free Bun,180.0,3.5,0.0,0.0,0.0,400.0,37.0,2.0,7.0,3,Chick-Fil-A,1.6666666666666667,['Other'],N/A
Multigrain Brioche Bun,210.0,4.5,1.0,0.0,0.0,310.0,38.0,3.0,7.0,7,Chick-Fil-A,3.3333333333333335,['Other'],N/A
"White Bun, Buttered",180.0,6.0,1.0,0.0,0.0,240.0,29.0,1.0,4.0,5,Chick-Fil-A,2.7777777777777777,['Other'],N/A
"White Bun, Unbuttered",150.0,1.0,0.0,0.0,0.0,240.0,28.0,1.0,4.0,5,Chick-Fil-A,3.3333333333333335,['Other'],N/A
Bacon,50.0,3.5,1.5,0.0,10.0,210.0,0.0,0.0,0.0,4,Chick-Fil-A,8.0,['Breakfast'],N/A
Chick-fil-A Breakfast Filet,160.0,8.0,1.5,0.0,45.0,750.0,8.0,0.0,2.0,15,Chick-Fil-A,9.375,['Chicken'],N/A
Chick-fil-A Filet,260.0,12.0,2.5,0.0,75.0,1170.0,13.0,0.0,2.0,25,Chick-Fil-A,9.615384615384617,['Chicken'],N/A
Grilled Breakfast Filet,60.0,1.0,0.0,0.0,40.0,420.0,0.0,0.0,0.0,13,Chick-Fil-A,21.666666666666668,['Chicken'],N/A
Grilled Filet,110.0,2.0,0.0,0.0,70.0,370.0,1.0,0.0,1.0,21,Chick-Fil-A,19.090909090909093,['Chicken'],N/A
Sausage,240.0,22.0,8.0,0.0,35.0,430.0,1.0,0.0,0.0,11,Chick-Fil-A,4.583333333333333,['Other'],N/A
Spicy Breakfast Filet,130.0,6.0,1.5,0.0,35.0,710.0,6.0,0.0,1.0,14,Chick-Fil-A,10.76923076923077,['Chicken'],N/A
Blue Cheese Crumbles,30.0,2.5,1.5,0.0,10.0,110.0,0.0,0.0,0.0,2,Chick-Fil-A,6.666666666666667,['Other'],N/A
Chili Lime Pepitas,80.0,7.0,1.0,0.0,0.0,50.0,2.0,1.0,0.0,4,Chick-Fil-A,5.0,['Other'],N/A
Crispy Bell Peppers,80.0,6.0,0.0,0.0,0.0,75.0,6.0,0.0,0.0,1,Chick-Fil-A,1.25,['Other'],N/A
Seasoned Tortilla Strips,70.0,4.0,0.0,0.0,0.0,55.0,8.0,1.0,0.0,1,Chick-Fil-A,1.4285714285714286,['Other'],N/A
American Cheese,50.0,4.5,2.5,0.0,15.0,230.0,1.0,0.0,0.0,3,Chick-Fil-A,6.0,['Other'],N/A
Bacon Topping,50.0,3.5,1.5,0.0,10.0,210.0,0.0,0.0,0.0,4,Chick-Fil-A,8.0,['Breakfast'],N/A
Colby Jack Cheese,80.0,7.0,4.0,0.0,20.0,140.0,0.0,0.0,0.0,5,Chick-Fil-A,6.25,['Other'],N/A
Lettuce,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0,Chick-Fil-A,0.0,['Other'],N/A
Pepper Jack Cheese,80.0,6.0,4.0,0.0,20.0,140.0,0.0,0.0,0.0,4,Chick-Fil-A,5.0,['Other'],N/A
Tomato,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,Chick-Fil-A,0.0,['Other'],N/A
Saltines,50.0,1.0,0.0,0.0,0.0,180.0,9.0,0.0,0.0,1,Chick-Fil-A,2.0,['Other'],N/A
"Chick-fil-A Cool Wrap Tray, Large",170.0,7.0,2.0,0.0,45.0,450.0,15.0,6.0,1.0,21,Chick-Fil-A,12.352941176470589,"['Chicken', 'Side', 'Wrap']",Large
"Chick-fil-A Cool Wrap Tray, Medium",170.0,7.0,2.0,0.0,45.0,450.0,15.0,6.0,1.0,21,Chick-Fil-A,12.352941176470589,"['Chicken', 'Side', 'Wrap']",Medium
"Chick-fil-A Cool Wrap Tray, Small",170.0,7.0,2.0,0.0,45.0,450.0,15.0,6.0,1.0,21,Chick-Fil-A,12.352941176470589,"['Chicken', 'Side', 'Wrap']",Small
"Chilled Chick-fil-A Nuggets Tray, Large",30.0,1.5,0.0,0.0,10.0,150.0,1.0,0.0,0.0,3,Chick-Fil-A,10.0,"['Chicken', 'Side']",Large
"Chilled Chick-fil-A Nuggets Tray, Medium",30.0,1.5,0.0,0.0,10.0,150.0,1.0,0.0,0.0,3,Chick-Fil-A,10.0,"['Chicken', 'Side']",Medium
"Chilled Chick-fil-A Nuggets Tray, Small",30.0,1.5,0.0,0.0,10.0,150.0,1.0,0.0,0.0,3,Chick-Fil-A,10.0,"['Chicken', 'Side']",Small
"Chilled Chick-n-Strips Tray, Large",110.0,5.0,1.0,0.0,25.0,300.0,6.0,0.0,1.0,10,Chick-Fil-A,9.090909090909092,"['Chicken', 'Side']",Large
"Chilled Chick-n-Strips Tray, Medium",110.0,5.0,1.0,0.0,25.0,300.0,6.0,0.0,1.0,10,Chick-Fil-A,9.090909090909092,"['Chicken', 'Side']",Medium
"Chilled Chick-n-Strips Tray, Small",110.0,5.0,1.0,0.0,25.0,300.0,6.0,0.0,1.0,10,Chick-Fil-A,9.090909090909092,"['Chicken', 'Side']",Small
"Chilled Grilled Chicken Sub Sandwich Tray, Large",220.0,6.0,2.5,0.0,45.0,490.0,25.0,2.0,4.0,18,Chick-Fil-A,8.181818181818182,"['Chicken', 'Side']",Large
"Chilled Grilled Chicken Sub Sandwich Tray, Medium",220.0,6.0,2.5,0.0,45.0,490.0,25.0,2.0,4.0,18,Chick-Fil-A,8.181818181818182,"['Chicken', 'Side']",Medium
"Chilled Grilled Chicken Sub Sandwich Tray, Small",220.0,6.0,2.5,0.0,45.0,490.0,25.0,2.0,4.0,18,Chick-Fil-A,8.181818181818182,"['Chicken', 'Side']",Small
"Chocolate Chunk Cookie And Chocolate Fudge Brownie Tray, Large",280.0,14.0,7.0,0.0,25.0,150.0,36.0,2.0,22.0,3,Chick-Fil-A,1.0714285714285714,"['Dessert', 'Side']",Large
"Chocolate Chunk Cookie And Chocolate Fudge Brownie Tray, Small",280.0,14.0,7.0,0.0,25.0,150.0,36.0,2.0,22.0,3,Chick-Fil-A,1.0714285714285714,"['Dessert', 'Side']",Small
"Chocolate Chunk Cookie Tray, Large",370.0,17.0,9.0,0.0,15.0,230.0,49.0,3.0,26.0,5,Chick-Fil-A,1.3513513513513513,"['Dessert', 'Side']",Large
"Chocolate Chunk Cookie Tray, Small",370.0,17.0,9.0,0.0,15.0,230.0,49.0,3.0,26.0,5,Chick-Fil-A,1.3513513513513513,"['Dessert', 'Side']",Small
"Chocolate Fudge Brownie Tray, Large",190.0,10.0,4.0,0.0,35.0,70.0,23.0,1.0,18.0,2,Chick-Fil-A,1.0526315789473684,"['Dessert', 'Side']",Large
"Chocolate Fudge Brownie Tray, Small",190.0,10.0,4.0,0.0,35.0,70.0,23.0,1.0,18.0,2,Chick-Fil-A,1.0526315789473684,"['Dessert', 'Side']",Small
"Fruit Tray, Small",780.0,0.0,0.0,0.0,0.0,0.0,182.0,29.0,134.0,8,Chick-Fil-A,1.0256410256410255,['Side'],Small
"Garden Salad Tray, Large",630.0,36.0,23.0,1.0,110.0,850.0,41.0,17.0,21.0,38,Chick-Fil-A,6.031746031746032,"['Salad', 'Side']",Large
"Garden Salad Tray, Small",310.0,18.0,11.0,0.5,55.0,420.0,20.0,9.0,11.0,19,Chick-Fil-A,6.129032258064516,"['Salad', 'Side']",Small
Grilled Chicken Bundle,530.0,21.0,8.0,0.0,135.0,1390.0,37.0,3.0,9.0,49,Chick-Fil-A,9.245283018867925,['Chicken'],N/A
"Hot Chick-fil-A Nuggets Tray, Large",30.0,1.5,0.0,0.0,10.0,150.0,1.0,0.0,0.0,3,Chick-Fil-A,10.0,"['Chicken', 'Side']",Large
"Hot Chick-fil-A Nuggets Tray, Medium",30.0,1.5,0.0,0.0,10.0,150.0,1.0,0.0,0.0,3,Chick-Fil-A,10.0,"['Chicken', 'Side']",Medium
"Hot Chick-fil-A Nuggets Tray, Small",30.0,1.5,0.0,0.0,10.0,150.0,1.0,0.0,0.0,3,Chick-Fil-A,10.0,"['Chicken', 'Side']",Small
"Hot Chick-n-Strips Tray, Large",110.0,5.0,1.0,0.0,25.0,300.0,6.0,0.0,1.0,10,Chick-Fil-A,9.090909090909092,"['Chicken', 'Side']",Large
"Hot Chick-n-Strips Tray, Medium",110.0,5.0,1.0,0.0,25.0,300.0,6.0,0.0,1.0,10,Chick-Fil-A,9.090909090909092,"['Chicken', 'Side']",Medium
"Hot Chick-n-Strips Tray, Small",110.0,5.0,1.0,0.0,25.0,300.0,6.0,0.0,1.0,10,Chick-Fil-A,9.090909090909092,"['Chicken', 'Side']",Small
"Southwest Veggie Wrap Tray, Large",170.0,8.0,3.0,0.0,10.0,310.0,17.0,8.0,2.0,13,Chick-Fil-A,7.647058823529412,"['Breakfast', 'Side', 'Wrap']",Large
"Southwest Veggie Wrap Tray, Medium",170.0,8.0,3.0,0.0,10.0,310.0,17.0,8.0,2.0,13,Chick-Fil-A,7.647058823529412,"['Breakfast', 'Side', 'Wrap']",Medium
"Southwest Veggie Wrap Tray, Small",170.0,8.0,3.0,0.0,10.0,310.0,17.0,8.0,2.0,13,Chick-Fil-A,7.647058823529412,"['Breakfast', 'Side', 'Wrap']",Small
"Spicy Chilled Grilled Chicken Sub Sandwich Tray, Large",220.0,6.0,2.5,0.0,40.0,660.0,25.0,2.0,5.0,16,Chick-Fil-A,7.2727272727272725,"['Chicken', 'Side']",Large
"Spicy Chilled Grilled Chicken Sub Sandwich Tray, Medium",220.0,6.0,2.5,0.0,40.0,660.0,25.0,2.0,5.0,16,Chick-Fil-A,7.2727272727272725,"['Chicken', 'Side']",Medium
"Spicy Chilled Grilled Chicken Sub Sandwich Tray, Small",220.0,6.0,2.5,0.0,40.0,660.0,25.0,2.0,5.0,16,Chick-Fil-A,7.2727272727272725,"['Chicken', 'Side']",Small
"Spicy Cool Wrap Tray, Large",170.0,7.0,2.0,0.0,40.0,630.0,15.0,7.0,2.0,20,Chick-Fil-A,11.76470588235294,"['Chicken', 'Side', 'Wrap']",Large
"Spicy Cool Wrap Tray, Medium",170.0,7.0,2.0,0.0,40.0,630.0,15.0,7.0,2.0,20,Chick-Fil-A,11.76470588235294,"['Chicken', 'Side', 'Wrap']",Medium
"Spicy Cool Wrap Tray, Small",170.0,7.0,2.0,0.0,40.0,630.0,15.0,7.0,2.0,20,Chick-Fil-A,11.76470588235294,"['Chicken', 'Side', 'Wrap']",Small
"Catering, Chick-fil-A Chicken Sandwich",420.0,18.0,3.5,0.0,70.0,1460.0,41.0,1.0,6.0,29,Chick-Fil-A,6.904761904761905,['Chicken'],N/A
"Catering, Chick-fil-A Nuggets, 5 ct",160.0,7.0,1.5,0.0,50.0,760.0,7.0,0.0,1.0,17,Chick-Fil-A,10.625,['Chicken'],N/A
"Catering, Chick-fil-A Nuggets, 8 ct",250.0,11.0,2.5,0.0,85.0,1210.0,11.0,0.0,1.0,27,Chick-Fil-A,10.8,['Chicken'],N/A
"Catering, Chick-fil-A Nuggets, 12 ct",380.0,17.0,3.5,0.0,125.0,1820.0,16.0,0.0,1.0,40,Chick-Fil-A,10.526315789473683,"['Chicken', 'Combo']",N/A
"Catering, Chilled Grilled Chicken Sub Sandwich",440.0,12.0,5.0,0.0,90.0,980.0,49.0,5.0,9.0,36,Chick-Fil-A,8.181818181818182,['Chicken'],N/A
"Catering, Spicy Chicken Sandwich",450.0,19.0,4.0,0.0,65.0,1730.0,45.0,1.0,6.0,28,Chick-Fil-A,6.222222222222222,['Chicken'],N/A
"Catering, Spicy Chilled Grilled Chicken Sub Sandwich",430.0,12.0,5.0,0.0,85.0,1320.0,50.0,5.0,9.0,33,Chick-Fil-A,7.674418604651163,['Chicken'],N/A
"Catering, 1% Chocolate Milk",140.0,2.0,1.5,0.0,10.0,160.0,23.0,0.0,21.0,7,Chick-Fil-A,5.0,"['Dessert', 'Combo']",N/A
"Catering, 1% Milk",90.0,2.0,1.5,0.0,10.0,105.0,10.0,0.0,10.0,7,Chick-Fil-A,7.777777777777778,['Combo'],N/A
"Catering, Bottled Diet Lemonade",60.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,12.0,0,Chick-Fil-A,0.0,['Beverage'],N/A
"Catering, Bottled Lemonade",280.0,0.0,0.0,0.0,0.0,10.0,73.0,0.0,69.0,0,Chick-Fil-A,0.0,['Beverage'],N/A
"Catering, Bottled Sweet Tea",190.0,0.0,0.0,0.0,0.0,15.0,48.0,0.0,48.0,0,Chick-Fil-A,0.0,['Beverage'],N/A
"Catering, Bottled Unsweet Tea",0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,Chick-Fil-A,,['Beverage'],N/A
"Catering, Chick-fil-A Diet Lemonade, Gallon",460.0,1.5,0.0,0.0,0.0,95.0,126.0,2.0,91.0,3,Chick-Fil-A,0.6521739130434783,"['Beverage', 'Chicken']",N/A
